split,prompt_tokens,response_tokens,instruction_type
full,13,157,other
full,24,91,write
full,296,35,other
full,12,343,write
full,31,89,other
full,18,355,summarize
full,21,254,reasoning
full,446,13,write
full,45,18,reasoning
full,18,389,other
full,23,13,other
full,32,34,other
full,18,24,other
full,80,1,reasoning
full,94,1,other
full,13,352,write
full,2,18,other
full,10,14,other
full,53,19,analyze
full,4,460,other
full,1,12,other
full,1,6,other
full,18,13,other
full,228,1,reasoning
full,273,1,translate
full,151,43,reasoning
full,19,24,write
full,90,1,other
full,157,28,reasoning
full,69,263,translate
full,38,371,reasoning
full,113,1,other
full,64,633,other
full,261,33,other
full,705,51,reasoning
full,2611,9,summarize
full,27,367,other
full,43,122,other
full,15,3,other
full,26,40,classify
full,351,15,reasoning
full,23,288,write
full,5,132,other
full,673,52,classify
full,24,698,analyze
full,12,204,other
full,61,414,other
full,43,23,other
full,147,16,other
full,160,1,write
full,21,347,other
full,85,75,other
full,1,1,other
full,17,5,write
full,23,293,write
full,601,100,other
full,143,25,reasoning
full,18,177,other
full,11,10,other
full,25,142,summarize
full,321,17,reasoning
full,13,270,write
full,19,169,write
full,10,26,other
full,21,608,other
full,300,499,write
full,19,213,write
full,297,14,other
full,291,47,reasoning
full,1,39,other
full,42,450,other
full,64,402,other
full,382,1,classify
full,50,45,other
full,24,20,write
full,26,36,reasoning
full,51,88,write
full,1,1,other
full,1,24,other
full,122,332,write
full,40,441,other
full,159,7,summarize
full,36,60,other
full,61,264,other
full,43,265,other
full,20,7,other
full,305,25,translate
full,7,38,other
full,27,22,other
full,494,4,other
full,57,30,other
full,5,259,other
full,43,82,other
full,25,64,other
full,23,17,write
full,113,310,write
full,26,19,reasoning
full,128,54,other
full,1,1,other
full,11,353,write
full,11,270,other
full,8,55,summarize
full,1,220,other
full,15,131,write
full,25,255,reasoning
full,181,88,reasoning
full,358,1,reasoning
full,179,10,write
full,608,1,write
full,106,62,write
full,18,136,write
full,1595,13,reasoning
full,15,56,write
full,21,429,other
full,371,17,reasoning
full,22,2,reasoning
full,85,298,write
full,1,224,other
full,18,56,other
full,128,11,write
full,12,227,write
full,242,1,reasoning
full,226,23,reasoning
full,44,106,other
full,217,7,translate
full,243,15,reasoning
full,26,318,other
full,6,39,write
full,73,192,other
full,139,214,write
full,2000,531,write
full,381,26,reasoning
full,2292,15,translate
full,57,39,reasoning
full,84,417,reasoning
full,86,470,analyze
full,12,169,other
full,4,173,other
full,38,69,reasoning
full,343,4,write
full,14,112,reasoning
full,45,8,write
full,1,10,other
full,9,306,other
full,11,98,write
full,185,3,reasoning
full,13,158,other
full,160,113,summarize
full,97,35,other
full,38,325,other
full,76,420,other
full,6,220,other
full,9,21,other
full,131,1,other
full,5,147,other
full,23,10,write
full,99,47,write
full,10,266,summarize
full,57,189,reasoning
full,179,132,other
full,3,67,other
full,84,166,write
full,17,64,other
full,41,417,analyze
full,60,176,reasoning
full,11,10,write
full,7,293,reasoning
full,36,29,translate
full,100,33,translate
full,11,118,other
full,10,78,reasoning
full,10,79,other
full,2,999,other
full,3,101,summarize
full,55,474,other
full,380,30,other
full,315,34,reasoning
full,124,21,other
full,65,5,write
full,17,239,reasoning
full,9,196,analyze
full,183,26,reasoning
full,8,339,other
full,88,17,translate
full,194,1,reasoning
full,6,115,other
full,16,53,other
full,204,2,other
full,6,146,other
full,24,631,write
full,314,219,summarize
full,396,76,summarize
full,1,1,other
full,14,260,other
full,26,113,translate
full,462,18,write
full,1,36,other
full,231,29,reasoning
full,611,1,reasoning
full,36,20,reasoning
full,8,297,other
full,154,1,other
full,6,104,write
full,27,132,write
full,44,141,reasoning
full,34,37,other
full,475,139,other
full,32,46,other
full,22,164,write
full,27,258,write
full,64,335,write
full,383,10,reasoning
full,548,18,write
full,18,43,other
full,37,4,other
full,9,379,other
full,4,140,other
full,11,272,analyze
full,89,12,write
full,38,175,reasoning
full,10,168,other
full,312,8,write
full,1,49,other
full,34,78,other
full,402,244,reasoning
full,498,4,write
full,1,1,other
full,71,71,other
full,7,1,write
full,5,37,other
full,21,106,other
full,14,325,other
full,15,29,write
full,139,64,translate
full,130,14,analyze
full,3,111,other
full,1,318,other
full,74,412,write
full,8,108,other
full,1015,2,reasoning
full,1,1,other
full,35,24,other
full,217,18,reasoning
full,395,2,other
full,1,1,other
full,141,1,translate
full,304,1,reasoning
full,336,16,other
full,6,165,other
full,6,205,write
full,131,405,analyze
full,41,15,analyze
full,17,134,write
full,13,49,other
full,11,67,other
full,246,5,translate
full,6,143,other
full,249,2,write
full,4,211,other
full,600,1,other
full,26,317,other
full,2825,9,write
full,22,92,other
full,109,15,write
full,1264,4,write
full,29,39,other
full,20,191,other
full,90,11,write
full,213,22,reasoning
full,150,8,reasoning
full,8,105,other
full,16,36,reasoning
full,498,176,reasoning
full,34,27,reasoning
full,505,392,write
full,3,118,other
full,90,51,other
full,46,47,write
full,4,391,other
full,16,240,other
full,189,7,translate
full,53,24,other
full,9,172,analyze
full,103,307,write
full,9,138,other
full,3,120,reasoning
full,11,43,other
full,6,103,other
full,1,74,other
full,16,64,reasoning
full,1957,3,write
full,366,7,reasoning
full,102,55,summarize
full,18,10,write
full,114,8,write
full,77,183,other
full,1,17,other
full,725,23,write
full,280,26,reasoning
full,65,35,write
full,480,15,write
full,11,460,other
full,21,20,other
full,345,86,translate
full,1,180,other
full,1,338,other
full,17,22,other
full,82,3,write
full,39,21,other
full,10,455,other
full,124,101,other
full,181,131,write
full,28,49,write
full,229,65,classify
full,5,82,other
full,177,1,other
full,1616,48,reasoning
full,53,234,other
full,287,26,reasoning
full,291,396,classify
full,8,310,other
full,35,16,reasoning
full,825,239,reasoning
full,6,381,other
full,256,13,reasoning
full,1,426,other
full,18,7,other
full,122,102,other
full,22,145,write
full,32,193,other
full,39,3,other
full,5,13,other
full,80,71,other
full,1354,13,summarize
full,6,22,other
full,24,103,other
full,31,68,write
full,9,227,other
full,6,83,other
full,62,2,other
full,147,23,other
full,27,112,other
full,227,21,reasoning
full,41,143,other
full,26,156,write
full,1165,4,analyze
full,786,86,other
full,7,251,other
full,1039,16,summarize
full,23,178,reasoning
full,102,112,reasoning
full,16,476,write
full,2,1,other
full,8,94,other
full,42,356,other
full,77,290,analyze
full,47,17,other
full,708,141,summarize
full,1029,11,write
full,73,4,write
full,20,172,other
full,15,27,write
full,16,201,other
full,47,160,other
full,54,24,other
full,235,12,other
full,62,210,analyze
full,342,16,other
full,15,46,other
full,116,32,summarize
full,9,277,other
full,12,322,other
full,16,4,write
full,198,160,summarize
full,14,123,other
full,992,37,summarize
full,11,72,other
full,31,52,other
full,17,247,write
full,23,204,reasoning
full,693,63,other
full,9,115,other
full,32,39,other
full,325,166,write
full,14,5,write
full,25,121,other
full,241,1,reasoning
full,106,175,write
full,198,235,other
full,30,407,write
full,317,34,summarize
full,18,14,other
full,7,135,other
full,5,226,analyze
full,19,244,other
full,18,254,write
full,13,15,other
full,1,1,other
full,149,32,other
full,1100,1,reasoning
full,4,179,other
full,2,4,other
full,58,142,write
full,10,198,other
full,53,374,other
full,327,4,write
full,869,198,write
full,16,206,reasoning
full,27,31,other
full,9,130,other
full,37,24,write
full,7,65,translate
full,23,2,write
full,14,42,other
full,228,25,other
full,18,3,write
full,7,8,other
full,10,54,other
full,45,754,reasoning
full,139,36,reasoning
full,154,39,reasoning
full,2,68,other
full,137,1,other
full,3,286,other
full,27,26,reasoning
full,446,51,reasoning
full,29,316,other
full,1,1,other
full,1662,174,other
full,249,1,write
full,267,29,other
full,11,3,other
full,7,97,other
full,59,227,other
full,12,1,other
full,12,56,other
full,34,36,other
full,1,3,other
full,121,22,other
full,1,1,other
full,1103,66,analyze
full,127,1,classify
full,332,29,reasoning
full,15,31,other
full,126,40,other
full,16,163,other
full,78,1,reasoning
full,3,34,other
full,138,12,write
full,320,10,reasoning
full,179,20,classify
full,405,36,reasoning
full,1,6,other
full,1164,21,summarize
full,129,31,other
full,31,577,other
full,112,66,other
full,18,139,classify
full,26,56,analyze
full,3,111,other
full,21,43,write
full,2411,14,write
full,17,108,reasoning
full,6,396,other
full,159,544,write
full,2,8,other
full,176,15,other
full,36,274,other
full,355,47,other
full,26,239,other
full,38,157,reasoning
full,10,73,other
full,112,43,other
full,27,114,other
full,26,5,other
full,33,58,write
full,10,1,other
full,80,1,other
full,337,25,reasoning
full,9,340,other
full,23,591,other
full,3,266,reasoning
full,16,111,other
full,35,35,other
full,70,101,reasoning
full,16,292,other
full,113,144,other
full,177,18,reasoning
full,35,197,other
full,17,66,reasoning
full,251,35,reasoning
full,21,42,other
full,10,63,other
full,8,99,other
full,39,287,other
full,50,63,analyze
full,1,2,other
full,51,16,analyze
full,52,2,reasoning
full,25,262,analyze
full,1,14,other
full,60,36,other
full,339,3,other
full,111,2,other
full,188,33,other
full,248,34,reasoning
full,130,44,write
full,332,25,reasoning
full,12,21,write
full,315,47,reasoning
full,241,7,other
full,13,220,analyze
full,1767,11,summarize
full,19,317,other
full,16,152,other
full,58,95,other
full,13,199,write
full,247,1,reasoning
full,23,9,write
full,1195,29,summarize
full,18,58,write
full,14,70,other
full,1012,2,analyze
full,32,23,other
full,117,328,write
full,132,28,reasoning
full,40,147,write
full,24,229,other
full,242,8,other
full,13,176,reasoning
full,29,191,write
full,103,10,translate
full,5,143,write
full,1,21,other
full,47,8,reasoning
full,11,205,other
full,8,165,other
full,16,12,write
full,112,9,write
full,33,24,summarize
full,94,544,analyze
full,25,234,reasoning
full,141,8,other
full,351,43,reasoning
full,2,2,other
full,578,2,reasoning
full,40,176,analyze
full,278,261,summarize
full,24,30,write
full,174,512,analyze
full,369,255,reasoning
full,190,14,other
full,265,2,translate
full,8,147,other
full,1,105,other
full,110,212,reasoning
full,152,22,other
full,130,273,reasoning
full,1,7,other
full,31,115,other
full,1124,69,reasoning
full,20,218,other
full,504,2,translate
full,660,95,reasoning
full,28,264,other
full,153,316,reasoning
full,31,21,reasoning
full,289,22,other
full,298,333,other
full,2,32,other
full,65,16,other
full,6,154,other
full,37,16,other
full,63,92,other
full,24,6,other
full,292,1,reasoning
full,16,43,write
full,41,21,other
full,154,18,reasoning
full,320,17,reasoning
full,9,320,other
full,176,8,write
full,48,134,analyze
full,112,538,other
full,23,10,other
full,9,108,other
full,86,341,other
full,51,375,other
full,16,61,other
full,13,257,other
full,13,34,other
full,3,145,other
full,17,30,write
full,16,111,write
full,41,62,other
full,10,15,other
full,229,20,reasoning
full,105,67,other
full,44,29,other
full,3,99,other
full,12,128,other
full,528,45,reasoning
full,25,127,other
full,33,203,translate
full,4,134,translate
full,18,62,other
full,299,15,other
full,37,51,other
full,7,114,other
full,15,126,reasoning
full,10,38,other
full,922,15,write
full,620,142,other
full,22,14,write
full,157,473,write
full,257,13,translate
full,41,462,reasoning
full,318,27,translate
full,46,8,reasoning
full,313,50,write
full,354,30,reasoning
full,220,33,other
full,184,32,reasoning
full,11,27,other
full,167,21,reasoning
full,6,186,other
full,182,33,other
full,12,128,other
full,56,205,other
full,24,7,other
full,147,8,reasoning
full,267,1,reasoning
full,17,24,write
full,276,40,translate
full,4,16,write
full,213,131,write
full,14,277,other
full,19,26,write
full,42,15,other
full,23,147,other
full,33,18,write
full,48,28,other
full,71,354,analyze
full,96,9,other
full,7,106,other
full,11,55,other
full,149,58,other
full,1,4,other
full,321,21,reasoning
full,37,23,other
full,69,227,reasoning
full,59,382,write
full,26,291,write
full,21,5,other
full,111,27,write
full,25,119,other
full,21,179,write
full,13,189,other
full,14,190,reasoning
full,54,154,write
full,5,85,other
full,359,17,reasoning
full,1,72,other
full,15,35,other
full,39,114,other
full,118,8,translate
full,11,298,reasoning
full,2,115,other
full,45,6,write
full,28,1,write
full,168,16,other
full,178,1,reasoning
full,326,23,reasoning
full,19,68,other
full,4,14,other
full,91,52,reasoning
full,1,159,other
full,42,150,write
full,174,73,reasoning
full,251,36,reasoning
full,99,68,translate
full,1264,15,summarize
full,19,137,reasoning
full,204,200,other
full,163,15,translate
full,163,1,reasoning
full,8,33,other
full,9,236,other
full,15,202,other
full,10,33,other
full,7,168,other
full,14,350,write
full,19,368,write
full,44,200,reasoning
full,4,563,other
full,1066,3,reasoning
full,42,5,write
full,73,263,other
full,9,409,analyze
full,1,7,other
full,23,7,write
full,13,56,write
full,12,15,write
full,173,27,translate
full,18,90,other
full,15,187,write
full,21,16,write
full,327,15,reasoning
full,13,20,write
full,400,18,write
full,126,31,other
full,50,24,other
full,179,1,other
full,99,237,reasoning
full,9,336,other
full,401,17,reasoning
full,11,67,other
full,15,5,other
full,14,31,write
full,250,72,reasoning
full,46,424,other
full,111,46,write
full,174,111,other
full,85,243,write
full,341,34,other
full,131,12,write
full,24,33,other
full,15,200,other
full,10,88,other
full,20,35,reasoning
full,165,1,other
full,1,3,other
full,49,295,write
full,313,53,reasoning
full,34,187,other
full,16,227,other
full,12,31,write
full,742,6,reasoning
full,40,242,other
full,28,95,other
full,52,149,other
full,23,31,reasoning
full,16,117,write
full,11,51,other
full,1,1,other
full,1,3,other
full,48,330,reasoning
full,778,1,other
full,124,39,other
full,445,395,other
full,37,328,analyze
full,15,50,write
full,51,458,write
full,989,12,summarize
full,452,57,reasoning
full,10,269,other
full,9,12,write
full,39,25,other
full,46,18,analyze
full,62,240,reasoning
full,23,48,write
full,31,34,other
full,205,36,write
full,41,229,write
full,1237,10,summarize
full,11,12,write
full,134,42,other
full,3,247,other
full,13,164,other
full,10,109,analyze
full,173,1,reasoning
full,589,49,reasoning
full,1155,23,summarize
full,29,128,other
full,28,305,other
full,86,119,other
full,103,1,other
full,7,187,other
full,224,22,translate
full,11,156,other
full,1884,281,summarize
full,229,7,translate
full,211,17,translate
full,97,27,other
full,1,1,other
full,72,101,other
full,611,94,write
full,23,38,other
full,42,1,reasoning
full,329,36,reasoning
full,1,10,other
full,457,2,reasoning
full,112,65,write
full,11,167,write
full,12,109,other
full,329,36,reasoning
full,131,231,analyze
full,83,622,other
full,132,296,analyze
full,147,2,other
full,124,459,other
full,141,1,other
full,53,11,reasoning
full,69,245,write
full,1180,20,reasoning
full,56,20,other
full,67,222,reasoning
full,17,1,other
full,5,227,other
full,20,33,other
full,33,252,write
full,97,24,write
full,65,149,write
full,9,8,write
full,30,21,other
full,13,55,other
full,10,77,other
full,465,59,other
full,75,217,other
full,7,332,other
full,50,408,write
full,12,24,write
full,117,9,translate
full,287,30,reasoning
full,29,98,write
full,27,424,write
full,43,48,other
full,5,88,other
full,18,110,other
full,717,3,write
full,28,207,other
full,42,16,other
full,243,10,write
full,36,11,translate
full,313,2,summarize
full,1405,14,summarize
full,3,41,other
full,11,24,other
full,15,72,other
full,81,31,translate
full,7,112,other
full,91,20,write
full,269,1,reasoning
full,54,136,other
full,1,14,other
full,3,257,other
full,53,12,analyze
full,240,34,other
full,264,32,translate
full,574,18,summarize
full,119,235,write
full,47,168,other
full,1,48,other
full,53,244,other
full,18,27,write
full,18,586,other
full,232,6,other
full,14,29,write
full,2,65,other
full,21,458,write
full,57,13,analyze
full,1,8,other
full,24,82,other
full,423,21,translate
full,1,51,other
full,40,29,other
full,26,129,other
full,22,330,other
full,9,61,write
full,46,83,write
full,1306,1,classify
full,2356,1,analyze
full,1156,4,reasoning
full,50,1457,other
full,103,25,translate
full,220,1,other
full,36,70,other
full,180,10,translate
full,198,8,summarize
full,77,8,write
full,2,153,other
full,1167,1,summarize
full,190,48,reasoning
full,209,37,write
full,44,22,other
full,42,229,other
full,82,41,summarize
full,71,225,reasoning
full,3,372,other
full,206,42,reasoning
full,12,577,other
full,6,205,analyze
full,34,12,other
full,7,171,other
full,80,1,reasoning
full,215,18,reasoning
full,102,135,write
full,67,297,other
full,17,196,other
full,21,55,other
full,30,302,other
full,61,48,reasoning
full,1,72,other
full,306,41,reasoning
full,42,29,other
full,43,318,other
full,97,13,write
full,65,7,write
full,28,206,reasoning
full,221,53,reasoning
full,12,244,other
full,620,38,other
full,25,94,other
full,32,137,write
full,1,7,other
full,220,356,write
full,192,414,write
full,9,351,analyze
full,401,96,reasoning
full,21,7,other
full,14,4,write
full,20,10,write
full,152,4,translate
full,9,202,other
full,189,1,summarize
full,14,172,write
full,17,223,reasoning
full,27,106,write
full,40,79,other
full,24,9,other
full,90,1,write
full,66,306,translate
full,25,35,reasoning
full,183,55,other
full,363,28,reasoning
full,17,128,other
full,11,77,summarize
full,22,29,write
full,63,1,reasoning
full,34,13,other
full,38,13,other
full,69,181,other
full,99,41,other
full,27,137,other
full,57,164,other
full,229,470,write
full,351,2,reasoning
full,251,25,reasoning
full,1141,6,reasoning
full,34,110,write
full,42,116,write
full,45,16,reasoning
full,112,147,other
full,34,209,write
full,1,4,other
full,47,150,reasoning
full,12,306,other
full,115,202,write
full,19,54,write
full,229,22,other
full,973,16,summarize
full,32,13,other
full,14,256,other
full,35,130,other
full,191,2,other
full,101,354,reasoning
full,13,220,other
full,1,1,other
full,9,21,other
full,65,250,reasoning
full,71,13,translate
full,328,16,reasoning
full,201,146,write
full,117,1,write
full,33,183,other
full,24,286,other
full,29,177,other
full,36,24,other
full,177,44,other
full,16,41,analyze
full,45,39,other
full,540,157,reasoning
full,313,26,reasoning
full,8,257,other
full,11,292,other
full,324,41,other
full,19,45,reasoning
full,72,359,analyze
full,1,1,other
full,627,64,write
full,106,572,other
full,224,72,other
full,20,19,other
full,678,104,reasoning
full,207,10,translate
full,87,456,other
full,36,167,reasoning
full,20,142,write
full,103,1,other
full,38,26,other
full,274,212,write
full,31,39,other
full,14,178,other
full,107,170,write
full,12,234,reasoning
full,11,135,other
full,13,151,reasoning
full,8,13,other
full,2,3,other
full,349,24,reasoning
full,343,2,reasoning
full,6,215,other
full,15,159,other
full,153,19,analyze
full,14,22,other
full,53,84,write
full,20,24,other
full,1042,132,reasoning
full,10,26,other
full,205,24,translate
full,1,45,other
full,83,10,other
full,57,1,reasoning
full,95,53,other
full,20,48,other
full,12,161,write
full,2148,534,reasoning
full,89,196,other
full,235,434,analyze
full,380,52,reasoning
full,74,6,other
full,22,7,write
full,1,287,other
full,27,110,reasoning
full,624,29,reasoning
full,12,99,analyze
full,462,36,reasoning
full,125,3,other
full,63,86,other
full,22,8,write
full,26,227,reasoning
full,1015,2,reasoning
full,80,323,classify
full,18,41,other
full,25,80,other
full,18,6,write
full,49,39,reasoning
full,351,23,reasoning
full,10,204,other
full,5,191,reasoning
full,13,26,reasoning
full,12,28,reasoning
full,340,70,write
full,30,50,other
full,82,38,other
full,54,95,other
full,616,1,classify
full,138,1,reasoning
full,35,243,write
full,30,11,write
full,261,26,other
full,1,258,other
full,44,1,reasoning
full,303,63,other
full,182,83,reasoning
full,966,21,reasoning
full,1,116,other
full,18,41,other
full,92,398,summarize
full,15,774,write
full,4,12,other
full,182,24,other
full,76,39,other
full,393,23,reasoning
full,1,12,other
full,342,19,translate
full,1,7,other
full,450,150,reasoning
full,150,28,other
full,47,242,write
full,18,261,reasoning
full,91,4,other
full,123,67,reasoning
full,148,50,translate
full,10,119,other
full,14,302,summarize
full,1,3,other
full,6,68,write
full,17,433,other
full,13,180,other
full,373,10,reasoning
full,178,27,write
full,3,226,other
full,375,20,reasoning
full,180,1,reasoning
full,260,23,translate
full,20,35,other
full,69,216,other
full,38,350,analyze
full,7,264,other
full,13,5,write
full,101,182,other
full,96,327,summarize
full,128,42,other
full,48,207,other
full,84,14,other
full,17,455,write
full,27,111,other
full,34,46,reasoning
full,7,176,other
full,133,6,reasoning
full,252,17,summarize
full,18,225,other
full,10,411,write
full,1,1,other
full,18,5,write
full,176,5,other
full,219,2,write
full,51,14,analyze
full,81,411,translate
full,69,1,classify
full,27,366,reasoning
full,1503,17,summarize
full,198,24,other
full,27,16,other
full,9,34,other
full,18,17,other
full,26,391,other
full,96,24,write
full,7,16,other
full,13,6,translate
full,54,139,other
full,45,15,other
full,81,66,other
full,85,253,write
full,31,192,reasoning
full,490,4,classify
full,47,20,other
full,117,3,write
full,241,9,reasoning
full,81,9,other
full,1,6,other
full,62,196,reasoning
full,133,1,reasoning
full,363,1,reasoning
full,157,1,other
full,24,165,other
full,72,270,other
full,41,272,other
full,137,7,write
full,673,119,reasoning
full,19,14,other
full,23,19,write
full,2870,83,summarize
full,23,41,other
full,37,221,other
full,14,6,other
full,399,6,reasoning
full,10,1,other
full,28,577,write
full,25,140,other
full,23,15,write
full,69,4,other
full,40,21,reasoning
full,9,264,other
full,183,3,other
full,35,224,other
full,982,2,other
full,22,141,write
full,12,202,analyze
full,394,33,reasoning
full,11,103,other
full,11,80,other
full,16,110,reasoning
full,6,381,other
full,36,77,other
full,22,247,write
full,21,220,other
full,65,217,write
full,8,175,other
full,10,52,other
full,2,17,other
full,8,48,other
full,39,16,other
full,7,259,other
full,1,129,other
full,485,291,write
full,331,24,reasoning
full,17,81,write
full,25,158,other
full,16,72,other
full,332,42,reasoning
full,99,504,reasoning
full,310,39,other
full,1,6,other
full,3,17,other
full,668,34,reasoning
full,119,2,other
full,19,19,other
full,25,160,other
full,10,27,write
full,479,186,write
full,306,68,reasoning
full,71,153,reasoning
full,16,4,write
full,243,18,reasoning
full,625,15,analyze
full,250,173,translate
full,97,1,other
full,163,7,reasoning
full,27,221,analyze
full,11,259,other
full,6,1,other
full,13,192,other
full,1,29,other
full,11,116,other
full,24,217,analyze
full,2668,13,write
full,28,260,reasoning
full,62,162,other
full,24,49,write
full,94,204,other
full,150,17,other
full,41,1,reasoning
full,14,86,reasoning
full,233,78,classify
full,12,271,other
full,1,181,other
full,6,121,other
full,16,74,reasoning
full,44,19,other
full,29,362,other
full,11,121,other
full,5,278,reasoning
full,18,167,write
full,52,287,other
full,73,285,write
full,122,9,other
full,33,338,other
full,54,11,reasoning
full,282,19,reasoning
full,4,156,other
full,92,31,other
full,2,12,other
full,115,113,other
full,1,542,other
full,25,19,other
full,1,1,other
full,17,28,other
full,375,6,reasoning
full,189,217,write
full,140,33,other
full,28,34,reasoning
full,1122,2,reasoning
full,9,254,write
full,185,48,reasoning
full,21,156,other
full,33,21,write
full,400,15,reasoning
full,110,94,other
full,13,162,other
full,239,7,summarize
full,36,13,analyze
full,16,39,write
full,14,407,other
full,400,217,other
full,238,2,reasoning
full,1,1,other
full,393,52,reasoning
full,57,202,other
full,41,20,translate
full,53,218,write
full,26,68,other
full,17,26,other
full,119,15,other
full,15,186,other
full,6,231,other
full,123,30,other
full,160,6,summarize
full,7,456,other
full,45,16,other
full,40,8,write
full,22,222,other
full,112,37,translate
full,16,43,other
full,319,41,reasoning
full,30,28,other
full,208,55,write
full,363,24,reasoning
full,275,31,reasoning
full,76,64,other
full,4,1,other
full,208,135,write
full,166,308,write
full,25,177,other
full,30,67,translate
full,2,275,other
full,57,13,reasoning
full,33,302,other
full,32,30,write
full,40,44,other
full,49,87,other
full,3,123,other
full,27,499,summarize
full,293,41,reasoning
full,427,11,reasoning
full,1,2,other
full,21,25,reasoning
full,70,335,analyze
full,91,54,reasoning
full,247,40,translate
full,99,86,other
full,16,7,write
full,9,522,write
full,8,202,write
full,607,305,reasoning
full,14,562,write
full,62,275,other
full,325,38,other
full,29,27,write
full,69,54,reasoning
full,29,48,other
full,13,111,other
full,3,164,analyze
full,255,26,reasoning
full,3,283,other
full,10,112,reasoning
full,22,69,write
full,20,46,other
full,39,87,analyze
full,3,16,other
full,115,2,other
full,114,1,reasoning
full,33,16,other
full,104,82,write
full,107,992,write
full,519,1,reasoning
full,40,1,reasoning
full,15,29,other
full,16,243,write
full,37,219,analyze
full,52,132,translate
full,424,251,write
full,20,4,other
full,1,20,other
full,6,274,other
full,367,719,write
full,6,51,other
full,39,24,other
full,262,18,reasoning
full,262,17,write
full,7,57,reasoning
full,84,19,translate
full,144,2,summarize
full,13,262,write
full,11,228,other
full,315,15,reasoning
full,17,521,other
full,251,22,other
full,1073,1,reasoning
full,13,7,classify
full,2,252,write
full,39,421,other
full,384,65,reasoning
full,137,259,write
full,408,18,write
full,287,23,translate
full,380,15,reasoning
full,130,7,translate
full,400,32,other
full,212,64,write
full,51,320,other
full,8,237,write
full,7,93,other
full,32,127,write
full,12,393,other
full,373,41,reasoning
full,17,19,other
full,54,335,other
full,94,51,other
full,10,140,other
full,4,9,other
full,13,38,other
full,45,30,summarize
full,8,176,other
full,13,337,write
full,1,249,other
full,16,40,other
full,35,1,other
full,10,20,other
full,10,481,analyze
full,18,503,analyze
full,74,285,write
full,69,85,other
full,287,4,write
full,2522,11,write
full,139,134,other
full,33,103,other
full,321,1,reasoning
full,231,19,other
full,2,12,other
full,13,119,other
full,274,32,translate
full,26,383,write
full,210,15,other
full,62,16,other
full,82,59,reasoning
full,46,166,other
full,1,1,other
full,134,15,translate
full,1,2,other
full,14,231,other
full,8,170,reasoning
full,380,2,reasoning
full,1,258,other
full,570,9,reasoning
full,18,261,write
full,19,120,other
full,281,1,summarize
full,104,478,analyze
full,80,110,write
full,76,141,write
full,18,46,other
full,885,15,other
full,31,174,other
full,2,52,other
full,253,38,other
full,522,1,reasoning
full,17,211,other
full,74,110,write
full,221,1,reasoning
full,18,120,other
full,153,16,other
full,6,111,reasoning
full,1432,1,write
full,319,12,reasoning
full,15,333,reasoning
full,11,499,other
full,92,1,reasoning
full,47,536,write
full,5,47,other
full,31,203,other
full,2716,29,summarize
full,1,16,other
full,21,275,other
full,84,241,other
full,65,183,other
full,16,84,write
full,59,55,reasoning
full,11,2,other
full,11,63,write
full,640,158,summarize
full,25,347,other
full,36,10,other
full,1,35,other
full,10,595,other
full,159,31,reasoning
full,14,193,other
full,341,23,reasoning
full,87,8,write
full,269,138,write
full,81,192,other
full,94,19,other
full,70,77,analyze
full,11,11,write
full,57,164,reasoning
full,16,2,other
full,207,39,other
full,336,20,reasoning
full,10,511,other
full,1,7,other
full,50,24,other
full,45,709,other
full,150,1,reasoning
full,2803,6,translate
full,147,463,write
full,3,3,other
full,122,5,reasoning
full,20,97,other
full,34,22,analyze
full,307,15,reasoning
full,342,17,reasoning
full,144,16,other
full,57,61,other
full,1,166,other
full,795,24,write
full,15,105,write
full,342,10,reasoning
full,51,356,analyze
full,13,199,other
full,65,115,other
full,43,25,reasoning
full,353,15,reasoning
full,12,54,other
full,477,400,other
full,42,121,analyze
full,5,262,other
full,2,66,other
full,4,219,other
full,7,140,write
full,4,111,other
full,26,393,other
full,14,387,other
full,1,86,other
full,15,63,other
full,35,246,other
full,190,311,other
full,10,215,other
full,43,151,write
full,28,15,write
full,17,39,other
full,14,1,other
full,144,40,write
full,79,467,reasoning
full,447,1,other
full,66,24,other
full,2,81,other
full,91,52,reasoning
full,10,210,other
full,9,151,other
full,82,206,other
full,99,1,other
full,30,72,other
full,29,11,write
full,790,190,other
full,355,277,write
full,92,143,write
full,20,52,other
full,8,210,other
full,1198,27,write
full,23,71,other
full,27,51,write
full,13,294,other
full,14,256,summarize
full,139,77,write
full,470,50,other
full,19,5,write
full,24,31,write
full,41,25,reasoning
full,15,329,write
full,22,447,reasoning
full,8,96,other
full,51,49,write
full,369,57,write
full,114,1,other
full,294,38,reasoning
full,4,66,other
full,24,136,write
full,3,23,other
full,40,337,reasoning
full,181,22,reasoning
full,18,11,other
full,1150,1,reasoning
full,193,14,translate
full,151,123,write
full,109,335,write
full,152,6,other
full,9,77,other
full,89,28,write
full,23,178,other
full,15,40,write
full,411,49,other
full,11,243,analyze
full,12,29,write
full,53,86,other
full,43,159,other
full,1045,2,reasoning
full,90,105,write
full,15,204,other
full,8,306,other
full,1151,1,reasoning
full,17,195,other
full,33,257,other
full,10,64,write
full,23,2,classify
full,9,141,other
full,441,20,summarize
full,46,35,other
full,11,292,write
full,23,239,write
full,281,38,other
full,135,37,other
full,13,125,other
full,347,2,other
full,175,545,other
full,41,54,other
full,6,293,other
full,65,1,reasoning
full,7,133,other
full,115,2,other
